"prolific_pid","treatment_store_exported","product_id","NAME","soldBy","quantity","price","swapOffered","swappedFor","addedFrom"
"5a4ff86beedc32000141f232","group-1","694133","Pepsi","unit",1,2.69,,,
"6764a378bfd2f0b0d9c06e15","group-3","926472","Hannaford Purified Drinking Water","unit",1,2.99,false,"na","allProductsOverview"
"6764a378bfd2f0b0d9c06e15","group-3","940638","Fritos Original","unit",1,4.49,false,"na","allProductsOverview"
"6764a378bfd2f0b0d9c06e15","group-3","1008912","Hannaford Grass-Fed Ground Beef 85/15","unit",1,7.99,true,"na","swapsOfferedPopUp"
"6764a378bfd2f0b0d9c06e15","group-3","1021617","Smithfield Hickory Smoked Cubed Ham","unit",1,3.49,false,"na","allProductsOverview"
"6764a378bfd2f0b0d9c06e15","group-3","916071","Ball Park Beef Franks","unit",1,4.99,true,"na","swapsOfferedPopUp"
"6764a378bfd2f0b0d9c06e15","group-3","974176","Smithfield Applewood Bacon","unit",1,5.99,true,"na","swapsOfferedPopUp"
"6764a378bfd2f0b0d9c06e15","group-3","768613","Jimmy Dean Regular Sausage Roll","unit",1,5.49,false,"na","allProductsOverview"
"6764a378bfd2f0b0d9c06e15","group-3","932363","Hannaford Whole Milk","unit",1,2.99,true,"na","swapsOfferedPopUp"
"6764a378bfd2f0b0d9c06e15","group-3","769727","Cabot Extra Sharp Cheddar Cheese Bar","unit",1,2.89,true,"na","swapsOfferedPopUp"
"6764a378bfd2f0b0d9c06e15","group-3","931069","Hannaford Original Sour Cream","unit",1,1.69,true,"na","swapsOfferedPopUp"
"6764a378bfd2f0b0d9c06e15","group-3","735808","Nabisco Premium Saltine Crackers","unit",1,3.99,true,"na","swapsOfferedPopUp"
"673215ff162805cf7a252019","group-3","1011916","Hannaford Sweet Potato French Fried Potatoes","unit",1,3.28,false,"na","allProductsOverview"
"673215ff162805cf7a252019","group-3","1029136","Delimex Chicken & Cheese Flour Taquitos","unit",1,7.39,false,"na","allProductsOverview"
"673215ff162805cf7a252019","group-3","759552","Heluva Good French Onion Dip","unit",1,4.19,true,"na","swapsOfferedPopUp"
"673215ff162805cf7a252019","group-3","759553","Heluva Good Limited Edition Buffalo Wing Dip","unit",1,2.39,true,"na","swapsOfferedPopUp"
"673215ff162805cf7a252019","group-3","980603","Nature's Promise 94% Ground Turkey","unit",1,5.99,true,"na","swapsOfferedPopUp"
"673215ff162805cf7a252019","group-3","848455","Blue Diamond Almond Hint of Sea Salt Nut Thins","unit",1,3.49,true,"na","swapsOfferedPopUp"
"673215ff162805cf7a252019","group-3","1004836","Mike & Ike Mega Mix Sour","unit",1,2.69,false,"1033821","swapsOfferedPopUp"
"673215ff162805cf7a252019","group-3","980861","Alter Eco Deep Dark Salted Burnt Caramel Organic Chocolate","unit",1,3.55,false,"881825","swapsOfferedPopUp"
"673215ff162805cf7a252019","group-3","724884","Progresso Reduced Sodium Creamy Tomato Basil Soup","unit",1,2.59,false,"na","allProductsOverview"
"673215ff162805cf7a252019","group-3","724884","Progresso Reduced Sodium Creamy Tomato Basil Soup","unit",1,2.59,false,"na","allProductsOverview"
"673215ff162805cf7a252019","group-3","741871","Campbell's Chunky Chicken Broccoli & Cheese Soup","unit",1,2.99,false,"na","allProductsOverview"
"673215ff162805cf7a252019","group-3","1027830","Campbell's Chunky Old Bay Seasoned Clam Chowder","unit",1,2.99,false,"na","allProductsOverview"
"673215ff162805cf7a252019","group-3","741916","Campbell's Chunky Baked Potato w/Cheddar & Bacon Soup","unit",1,2.99,false,"na","allProductsOverview"
"673215ff162805cf7a252019","group-3","741916","Campbell's Chunky Baked Potato w/Cheddar & Bacon Soup","unit",1,2.99,false,"na","allProductsOverview"
"6629441d34c59354769e5ecd","group-1","740378","Coca-Cola Classic","unit",1,6.49,,,
"6629441d34c59354769e5ecd","group-1","1014225","Doritos Cool Ranch Party Size","unit",1,4.99,,,
"6629441d34c59354769e5ecd","group-1","711198","Planters Dry Roasted Peanuts","unit",1,2.5,,,
"6629441d34c59354769e5ecd","group-1","983263","Nature's Promise All Natural Ground Chicken","unit",1,4.49,,,
"6629441d34c59354769e5ecd","group-1","738162","Old El Paso Taco Seasoning","unit",1,1.49,,,
"6629441d34c59354769e5ecd","group-1","738151","Old El Paso Stand 'n Stuff Taco Shells","unit",1,3.29,,,
"6629441d34c59354769e5ecd","group-1","705289","Tyson Any'tizers Popcorn Chicken","unit",1,8.99,,,
"6629441d34c59354769e5ecd","group-1","736782","Gorton's Crunchy Fish Sticks","unit",1,7.69,,,
"6629441d34c59354769e5ecd","group-1","891461","Stouffer's Homestyle Roast Turkey with Potatoes & Stuffing","unit",1,4.09,,,
"6629441d34c59354769e5ecd","group-1","696106","Stouffer's Homestyle Salisbury Steak w/Macaroni & Cheese","unit",1,4.09,,,
"676304145bbe20d1fd5d653c","group-2","926472","Hannaford Purified Drinking Water","unit",1,2.99,false,"na","allProductsOverview"
"676304145bbe20d1fd5d653c","group-2","1022658","Gatorade Cool Blue Thrist Quencher","unit",1,1.99,true,"na","swapsOfferedPopUp"
"676304145bbe20d1fd5d653c","group-2","1022656","Gatorade Lemon-Lime Thirst Quencher","unit",1,1.99,true,"na","swapsOfferedPopUp"
"676304145bbe20d1fd5d653c","group-2","1008564","Frozen Nature's Promise Organic Grass Fed 85% Beef Burger","unit",1,9.99,false,"896025","swapsOfferedPopUp"
"676304145bbe20d1fd5d653c","group-2","724844","Progresso Classic Tomato Basil Soup","unit",1,3.69,false,"na","allProductsOverview"
"676304145bbe20d1fd5d653c","group-2","742017","Campbell's Chunky Healthy Request Chicken Noodle Soup","unit",1,2.99,false,"na","allProductsOverview"
"676304145bbe20d1fd5d653c","group-2","944522","California Pizza Kitchen Margherita Crispy Thin Crust","unit",1,10.49,false,"755605","swapsOfferedPopUp"
"676304145bbe20d1fd5d653c","group-2","755604","Red Baron 12"" Supreme Pizza","unit",1,5.59,false,"na","allProductsOverview"
"674ae3539d17e2e33edd84ac","group-2","944722","Arizona Arnold Palmer Zero Half & Half","unit",1,4.39,false,"803116","swapsOfferedPopUp"
"674ae3539d17e2e33edd84ac","group-2","910264","Tic Tac Fruit Adventure","unit",1,1.59,false,"1013002","swapsOfferedPopUp"
"674ae3539d17e2e33edd84ac","group-2","981840","Nature's Promise 90% Lean Ground Beef","unit",1,7.99,false,"na","allProductsOverview"
"674ae3539d17e2e33edd84ac","group-2","981907","Nature's Promise 85% Lean Ground Beef","unit",1,6.99,false,"na","productOverview"
"674ae3539d17e2e33edd84ac","group-2","974622","Red Baron Classic Four Meat Pizza","unit",1,5.59,false,"755605","swapsOfferedPopUp"
"674ae3539d17e2e33edd84ac","group-2","967767","Hannaford Plain Nonfat Greek Yogurt","unit",1,3.63,false,"na","allProductsOverview"
"674ae3539d17e2e33edd84ac","group-2","968071","Chobani Strawberry Banana Greek Yogurt Drink","unit",1,1.99,false,"na","allProductsOverview"
"674ae3539d17e2e33edd84ac","group-2","1006896","Chobani Complete Strawberry Creme Greek Yogurt Shake","unit",1,2.49,false,"na","productOverview"
"674ae3539d17e2e33edd84ac","group-2","894074","Pacific Foods Organic Roasted Red Pepper and Tomato","unit",1,4.99,false,"na","productOverview"
"674ae3539d17e2e33edd84ac","group-2","734073","Amy's Organic Light in Sodium Lentil Vegetable Soup","unit",1,3.89,false,"na","allProductsOverview"
"674ae3539d17e2e33edd84ac","group-2","1009334","Kettle & Fire Organic Chicken Broth","unit",1,3.79,false,"na","productOverview"
"678af0a3161e3e871bbade54","group-3","706253","Cheez-It Original Crackers","unit",1,5.69,true,"na","swapsOfferedPopUp"
"678af0a3161e3e871bbade54","group-3","952735","Pringles Original","unit",1,2.69,false,"na","allProductsOverview"
"678af0a3161e3e871bbade54","group-3","735884","Nabisco Honey Maid Honey Graham Crackers","unit",1,3.99,true,"na","swapsOfferedPopUp"
"678af0a3161e3e871bbade54","group-3","1000516","Smart Food White Cheddar Popcorn","unit",1,4.19,true,"na","swapsOfferedPopUp"
"678af0a3161e3e871bbade54","group-3","710715","Tostitos Scoops Tortilla Chips","unit",1,5.39,false,"na","allProductsOverview"
"678af0a3161e3e871bbade54","group-3","1014555","Ruffles Original","unit",1,4.19,false,"na","allProductsOverview"
"678af0a3161e3e871bbade54","group-3","869695","Tostitos Scoops Multigrain Tortilla Chips","unit",1,4.39,false,"na","allProductsOverview"
"678af0a3161e3e871bbade54","group-3","1014567","Tostitos Original Restaurant Style Tortilla Chips","unit",1,4.39,false,"na","allProductsOverview"
"678af0a3161e3e871bbade54","group-3","1033937","Hannaford Restaurant Style Tortillas","unit",1,2.99,false,"na","allProductsOverview"
"678af0a3161e3e871bbade54","group-3","696566","Pepperidge Farm Goldfish Colors Crackers Bag","unit",1,2.99,true,"na","swapsOfferedPopUp"
"678af0a3161e3e871bbade54","group-3","910638","Sun Chips Harvest Cheddar Multigrain Snacks","unit",1,3.99,true,"na","swapsOfferedPopUp"
"678af0a3161e3e871bbade54","group-3","1014564","Tostitos Original Hint Of Lime Tortilla Chips","unit",1,4.39,false,"na","allProductsOverview"
"67fd46db088825e305648e1a","group-1","887133","Nabisco BelVita Blueberry Breakfast Biscuit","unit",1,4.09,,,
"67fd46db088825e305648e1a","group-1","727043","Hannaford Toasty Peanut Butter Crackers","unit",1,2,,,
"67fd46db088825e305648e1a","group-1","727043","Hannaford Toasty Peanut Butter Crackers","unit",1,2,,,
"67fd46db088825e305648e1a","group-1","705291","Tyson All Natural Chicken Breast Patties","unit",1,7.89,,,
"67fd46db088825e305648e1a","group-1","933211","Hannaford Lowfat Yogurt Black cherry","unit",1,0.58,,,
"67fd46db088825e305648e1a","group-1","933211","Hannaford Lowfat Yogurt Black cherry","unit",1,0.58,,,
"67fd46db088825e305648e1a","group-1","933211","Hannaford Lowfat Yogurt Black cherry","unit",1,0.58,,,
"67fd46db088825e305648e1a","group-1","701479","Red Rose Tea Bags","unit",1,5.29,,,
"67fd46db088825e305648e1a","group-1","932362","Hannaford 2% Reduced Fat Milk","unit",1,2.99,,,
"67fd46db088825e305648e1a","group-1","932362","Hannaford 2% Reduced Fat Milk","unit",1,2.99,,,
"67fd46db088825e305648e1a","group-1","879479","Tyson Any'tizers Homestyle Chicken Fries","unit",1,8.99,,,
"67fd46db088825e305648e1a","group-1","736765","Gorton's Breaded Fish Sticks","unit",1,7.69,,,
"67cd944859dabbd1d4552d39","group-1","848724","Hannaford Hot Dog Chili Sauce","unit",1,0.79,,,
"67cd944859dabbd1d4552d39","group-1","848724","Hannaford Hot Dog Chili Sauce","unit",1,0.79,,,
"67cd944859dabbd1d4552d39","group-1","902000","Dinty Moore Beef Stew","unit",1,5.69,,,
"67cd944859dabbd1d4552d39","group-1","984002","Nature's Promise Organic Beef Flavored Broth","unit",1,2.19,,,
"67cd944859dabbd1d4552d39","group-1","1011547","Hannaford Sparkling Chill Black Raspberry Sparkling Water","unit",1,0.58,,,
"67cd944859dabbd1d4552d39","group-1","1011547","Hannaford Sparkling Chill Black Raspberry Sparkling Water","unit",1,0.58,,,
"67cd944859dabbd1d4552d39","group-1","926472","Hannaford Purified Drinking Water","unit",1,2.99,,,
"67cd944859dabbd1d4552d39","group-1","931624","Hannaford 100% Apple Juice","unit",1,2.29,,,
"67cd944859dabbd1d4552d39","group-1","712757","Ocean Spray Cranberry Juice Cocktail","unit",1,3.59,,,
"67cd944859dabbd1d4552d39","group-1","868034","MiO Sweet Tea Liquid Water Enhancer","unit",1,3.69,,,
"67cd944859dabbd1d4552d39","group-1","977593","MiO Energy Strawberry Pineapple Smash Liquid Water Enhancer","unit",1,3.69,,,
"67cd944859dabbd1d4552d39","group-1","970249","Hatfield All Natural Tuscan Herb Pork Tenderloin","unit",1,7.99,,,
"67cd944859dabbd1d4552d39","group-1","748335","Swedish Fish Red Candy","unit",1,4.49,,,
"67cd944859dabbd1d4552d39","group-1","723570","M&M's Peanut Chocolate Candies","unit",1,2.26,,,
"67cd944859dabbd1d4552d39","group-1","1036307","M&M's Peanut Chocolate Candies Sharing Size","unit",1,4.99,,,
"67cd944859dabbd1d4552d39","group-1","723569","M&M's Plain Chocolate Candies","unit",1,2.26,,,
"67ed8a9ef13251ff7c8b66a8","group-3","983693","Al Fresco Sweet Apple Chicken Sausage","unit",1,5.49,false,"na","allProductsOverview"
"67ed8a9ef13251ff7c8b66a8","group-3","967839","Hannaford Greek Nonfat Mixed Berry Yogurt","unit",1,0.64,false,"na","allProductsOverview"
"67ed8a9ef13251ff7c8b66a8","group-3","719581","Santa Cruz Organic Sparkling Strawberry Lemonade","unit",1,3.29,false,"980628","swapsOfferedPopUp"
"67ed8a9ef13251ff7c8b66a8","group-3","1037492","Nabisco Double Stuffed Oreo","unit",1,4.69,true,"na","swapsOfferedPopUp"
"67ed8a9ef13251ff7c8b66a8","group-3","931547","Hannaford Chicken Cordon Bleu Stuffed Chicken Breast","unit",1,3.49,true,"na","swapsOfferedPopUp"
"67ed8a9ef13251ff7c8b66a8","group-3","700819","Celeste Deluxe Pizza","unit",1,1.39,false,"755599","swapsOfferedPopUp"
"67ed8a9ef13251ff7c8b66a8","group-3","700819","Celeste Deluxe Pizza","unit",1,1.39,false,"755599","swapAcceptedPopUp"
"67ed8a9ef13251ff7c8b66a8","group-3","980670","Pure Leaf Raspberry Tea","unit",1,7.79,false,"na","allProductsOverview"
"67ef9182644dae9ea4e3bb3d","group-3","926472","Hannaford Purified Drinking Water","unit",1,2.99,false,"na","allProductsOverview"
"67ef9182644dae9ea4e3bb3d","group-3","967395","Kool-Aid Jammers Zero Sugar Tropical Punch","unit",1,2.79,false,"900061","swapsOfferedPopUp"
"67ef9182644dae9ea4e3bb3d","group-3","725559","Hannaford Taco Seasoning","unit",1,0.48,false,"na","allProductsOverview"
"67ef9182644dae9ea4e3bb3d","group-3","725559","Hannaford Taco Seasoning","unit",1,0.48,false,"na","allProductsOverview"
"67ef9182644dae9ea4e3bb3d","group-3","922729","Campbell's SpaghettiOs Original","unit",1,2.25,false,"745378","swapsOfferedPopUp"
"67ef9182644dae9ea4e3bb3d","group-3","870055","Oscar Mayer Turkey Hot Dogs","unit",1,4.99,false,"726773","swapsOfferedPopUp"
"67ef9182644dae9ea4e3bb3d","group-3","983769","Beyond Meat Beyond Sausage Brat","unit",1,8.99,false,"na","allProductsOverview"
"67ef9182644dae9ea4e3bb3d","group-3","982464","Nature's Promise Unsweetened Vanilla Almondmilk","unit",1,2.36,false,"929355","swapsOfferedPopUp"
"67ef9182644dae9ea4e3bb3d","group-3","982464","Nature's Promise Unsweetened Vanilla Almondmilk","unit",1,2.36,false,"929355","swapAcceptedPopUp"
"67ef9182644dae9ea4e3bb3d","group-3","982464","Nature's Promise Unsweetened Vanilla Almondmilk","unit",1,2.36,false,"929355","swapAcceptedPopUp"
"64a2be5c2053c3002cf8bbfc","group-1","892120","Dannon Light & Fit Greek Vanilla Nonfat Yogurt","unit",1,4.29,,,
"64a2be5c2053c3002cf8bbfc","group-1","926632","Dannon Light & Fit Greek Toasted Coconut Vanilla","unit",1,4.29,,,
"64a2be5c2053c3002cf8bbfc","group-1","932362","Hannaford 2% Reduced Fat Milk","unit",1,2.99,,,
"64a2be5c2053c3002cf8bbfc","group-1","932362","Hannaford 2% Reduced Fat Milk","unit",1,2.99,,,
"64a2be5c2053c3002cf8bbfc","group-1","1030927","Del Monte Sloppy Joe Sauce","unit",1,1.89,,,
"64a2be5c2053c3002cf8bbfc","group-1","1008409","Healthy Choice Chicken with Rice Bone Broth Soup","unit",1,3.45,,,
"64a2be5c2053c3002cf8bbfc","group-1","981907","Nature's Promise 85% Lean Ground Beef","unit",1,6.99,,,
"64a2be5c2053c3002cf8bbfc","group-1","919840","Healthy Choice Cafe Steamers Beef Teriyaki","unit",1,3.69,,,
"64a2be5c2053c3002cf8bbfc","group-1","835753","Smart Ones Ham and Cheese Scramble","unit",1,2.49,,,
"64a2be5c2053c3002cf8bbfc","group-1","919839","Healthy Choice Cafe Steamers General Tso's Spicy Chicken","unit",1,3.69,,,
"64a2be5c2053c3002cf8bbfc","group-1","696123","Stouffer's Spaghetti With Meatballs","unit",1,4.09,,,
"64a2be5c2053c3002cf8bbfc","group-1","850141","Stouffer's Family Style Recipes Stuffed Green Peppers","unit",1,4.79,,,
"64a2be5c2053c3002cf8bbfc","group-1","966928","Diet Pepsi Caffeine Free","unit",1,2.69,,,
"67d1e699af2dd980a764accb","group-4","803116","Arizona Arnold Palmer Light Half & Half Iced Tea Lemonade","unit",1,4.39,true,"na","swapsOfferedPopUp"
"67d1e699af2dd980a764accb","group-4","725511","Hannaford Unsweetened Applesauce Cups","unit",1,2.19,false,"na","allProductsOverview"
"67d1e699af2dd980a764accb","group-4","940406","Hannaford Whole Cranberry Sauce","unit",1,1.59,false,"na","allProductsOverview"
"67d1e699af2dd980a764accb","group-4","736774","Gorton's Garlic Herb Crunchy Fillets","unit",1,5.79,false,"910940","swapsOfferedPopUp"
"67d1e699af2dd980a764accb","group-4","935688","Gorton's Haddock Fish Sticks","unit",1,7.99,false,"na","allProductsOverview"
"67d1e699af2dd980a764accb","group-4","941140","Morning Star Farms Chik'N Nuggets","unit",1,4.29,false,"na","allProductsOverview"
"67d1e699af2dd980a764accb","group-4","967768","Hannaford Strawberry Nonfat Greek Yogurt","unit",1,3.63,false,"967767","swapsOfferedPopUp"
"67d1e699af2dd980a764accb","group-4","953497","Silk Dairy-Free Strawberry Almond Yogurt Alternative","unit",1,1.99,false,"957325","swapsOfferedPopUp"
"67d1e699af2dd980a764accb","group-4","982465","Nature's Promise Unsweetened Original Almondmilk","unit",1,2.36,false,"na","allProductsOverview"
"67d1e699af2dd980a764accb","group-4","846078","Blue Diamond Almond Breeze Almondmilk Unsweetened Original","unit",1,3.69,false,"na","allProductsOverview"
"67d1e699af2dd980a764accb","group-4","961204","Juicy Juice Strawberry Watermelon","unit",1,3.89,false,"712757","swapsOfferedPopUp"
"67d1e699af2dd980a764accb","group-4","959907","Nabisco Triscuit Hint of Salt","unit",1,2.99,false,"na","allProductsOverview"
"67d1e699af2dd980a764accb","group-4","711198","Planters Dry Roasted Peanuts","unit",1,2.5,true,"na","swapsOfferedPopUp"
"67d1e699af2dd980a764accb","group-4","1005755","Snapple Watermelon Lemonade","unit",1,2.69,false,"1024047","swapsOfferedPopUp"
"67cdf0e4f06f45caf6d7740c","group-2","694731","Pepsi","unit",1,7.59,true,"na","swapsOfferedPopUp"
"67cdf0e4f06f45caf6d7740c","group-2","969260","Hebrew National Beef Franks","unit",1,5.99,true,"na","swapsOfferedPopUp"
"67cdf0e4f06f45caf6d7740c","group-2","981879","Chobani Core Red, White, & Blueberry Yogurt - Charity","unit",1,4.99,false,"na","allProductsOverview"
"67cdf0e4f06f45caf6d7740c","group-2","695763","Ore-Ida Extra Crispy Fast Fries","unit",1,5.49,true,"na","swapsOfferedPopUp"
"67cdf0e4f06f45caf6d7740c","group-2","722039","Dinty Moore Beef Stew","unit",1,3.29,true,"na","swapsOfferedPopUp"
"680ff339eba7493eb64925d2","group-2","980670","Pure Leaf Raspberry Tea","unit",1,7.79,true,"na","swapsOfferedPopUp"
"680ff339eba7493eb64925d2","group-2","980670","Pure Leaf Raspberry Tea","unit",1,7.79,false,"na","allProductsOverview"
"680ff339eba7493eb64925d2","group-2","980670","Pure Leaf Raspberry Tea","unit",1,7.79,false,"na","allProductsOverview"
"680ff339eba7493eb64925d2","group-2","958991","Rice Dream Organic Enriched Original Rice Drink","unit",1,7.39,true,"na","swapsOfferedPopUp"
"680ff339eba7493eb64925d2","group-2","958991","Rice Dream Organic Enriched Original Rice Drink","unit",1,7.39,false,"na","allProductsOverview"
"680ff339eba7493eb64925d2","group-2","958991","Rice Dream Organic Enriched Original Rice Drink","unit",1,7.39,false,"na","allProductsOverview"
"680ff339eba7493eb64925d2","group-2","1013002","Nerds Candy Gummy Clusters","unit",1,4.19,true,"na","swapsOfferedPopUp"
"67e84013e838b7e87ef9c0e2","group-1","867518","Snapple Diet Peach Iced Tea","unit",1,2.69,,,
"67e84013e838b7e87ef9c0e2","group-1","894074","Pacific Foods Organic Roasted Red Pepper and Tomato","unit",1,4.99,,,
"67e84013e838b7e87ef9c0e2","group-1","969296","Marie Callender's Chicken Pot Pie","unit",1,3.99,,,
"67e84013e838b7e87ef9c0e2","group-1","982465","Nature's Promise Unsweetened Original Almondmilk","unit",1,2.36,,,
"67e84013e838b7e87ef9c0e2","group-1","910388","Mott's Natural Applesauce","unit",1,4.09,,,
"67e84013e838b7e87ef9c0e2","group-1","933339","Philadelphia Cream Cheese Bar","unit",1,7.29,,,
"67e84013e838b7e87ef9c0e2","group-1","893197","Hannaford Sliced Steaks","unit",1,7.99,,,
"67e84013e838b7e87ef9c0e2","group-1","743618","Stonyfield Organic Whole Milk Plain Yogurt","unit",1,4.99,,,
"67e84013e838b7e87ef9c0e2","group-1","935535","Oikos Triple Zero Vanilla Yogurt","unit",1,4.29,,,
"67e84013e838b7e87ef9c0e2","group-1","931013","Nabisco BelVita Cranberry Orange Breakfast Biscuits","unit",1,4.09,,,
"67e84013e838b7e87ef9c0e2","group-1","931013","Nabisco BelVita Cranberry Orange Breakfast Biscuits","unit",1,4.09,,,
"67f1f725d9ae4f6027f7fc97","group-4","740639","Coca-Cola Classic","unit",1,2.29,true,"na","swapsOfferedPopUp"
"67f1f725d9ae4f6027f7fc97","group-4","740639","Coca-Cola Classic","unit",1,2.29,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","740644","Sprite","unit",1,2.29,true,"na","swapsOfferedPopUp"
"67f1f725d9ae4f6027f7fc97","group-4","740644","Sprite","unit",1,2.29,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","729420","Hannaford Regular Bacon","unit",1,4.99,true,"na","swapsOfferedPopUp"
"67f1f725d9ae4f6027f7fc97","group-4","729420","Hannaford Regular Bacon","unit",1,4.99,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","729420","Hannaford Regular Bacon","unit",1,4.99,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","930718","Hannaford Thick Sliced Bacon","unit",1,4.99,true,"na","swapsOfferedPopUp"
"67f1f725d9ae4f6027f7fc97","group-4","930718","Hannaford Thick Sliced Bacon","unit",1,4.99,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","931654","Hannaford Fancy 4 Cheese Mexican Blend Shredded Cheese","unit",1,2.22,true,"na","swapsOfferedPopUp"
"67f1f725d9ae4f6027f7fc97","group-4","931654","Hannaford Fancy 4 Cheese Mexican Blend Shredded Cheese","unit",1,2.22,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","932442","Hannaford Cream Cheese Bar","unit",1,1.68,true,"na","swapsOfferedPopUp"
"67f1f725d9ae4f6027f7fc97","group-4","932442","Hannaford Cream Cheese Bar","unit",1,1.68,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","932442","Hannaford Cream Cheese Bar","unit",1,1.68,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","931621","Hannaford Low Moisture Part Skim Mozzarella Shredded Cheese","unit",1,2.22,true,"na","swapsOfferedPopUp"
"67f1f725d9ae4f6027f7fc97","group-4","931621","Hannaford Low Moisture Part Skim Mozzarella Shredded Cheese","unit",1,2.22,false,"na","allProductsOverview"
"67f1f725d9ae4f6027f7fc97","group-4","932442","Hannaford Cream Cheese Bar","unit",1,1.68,false,"na","allProductsOverview"
